Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Top Salinity  (psu),Top Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Light Trans (% transparency) Top Sample,Top Sigma-T (kg/m3),Top Fluorometer (mg/m3),"CTD (conductivity, temperature, depth profiler) PH Top Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Top Total Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Total Phosphorus(mg/L),Top Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Top Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Top Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Top Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
J7,,3/7/2012,14:25,D,7.57,24,4,24.22,2.6,10.38,101.6,,18.88,73.84,,,,,,0.4,W,5,S,1,14.35,3,8.44,,,36,,4,0.52,0.64,,2.18,0.45,0.32,28,47.2,,,1.95,,,,,,,,,,,,,,,,,Permanent
J7,,4/4/2012,14:26,D,11.09,25,3,27.07,3.1,8.94,96.5,,20.6,93.62,,,,,,0.5,E,10,NW,1,11.45,3,8.24,,,700,,1,0.12,0.35,,2.09,0.08,0.17,5,35.4,,,3.77,,,,,,,,,,,,,,,,,Permanent
J7,,5/31/2012,14:35,D,23.21,28,3,25.19,3.8,5.58,75.6,,16.46,79.99,,,,,,0.9,E,13,N,1,8.92,2.5,7.9,,,3600,,3,0.206,0.854,,1.43,2.56,0.466,8,62.9,,,4.93,,,,,,,,,,,,,,top samples only with kemmerer,,,Permanent
J7,,6/6/2012,14:09,D,20.87,24,3,24.67,3.6,5.24,67.7,,16.68,63.99,,,,,,1,W,10-May,SW,1,7.39,3,7.72,,,770,<,1,0.322,0.977,,2.568,1.28,0.379,5,21,,,3.5,,,,,,,,,,,,,,bottom samples taken with kemmerer max depth 50ft (rope 60 ft),,,Permanent
J7,,6/13/2012,14:03,W,21.43,27,3,25.25,3.7,4.04,52.9,,16.97,52.13,,,,,,0.5,S,6,E,1,5.43,4,7.56,,,4200,,44,0.254,0.476,,0.994,0.792,0.292,2,16.2,,,3,,,,,,,,,,,,,,,,,Permanent
J7,,6/20/2012,14:16,D,24.07,25,3,23.6,3.7,9.26,126,,15.02,156.24,,,,,,LW SLK,,13,W,1,10.94,2,8.01,,,267,,10,0.268,1.03,,2.3,0.922,0.365,7,10.4,,,3.6,,,,,,,,,,,,,,,,,Permanent
J7,,6/27/2012,15:04,W,23.67,28,3,24.87,3.8,4.29,58.4,,16.09,27.77,,,,,,HWSLK,,14,N,1,5.51,4,7.71,,,1500,<,2,0.206,0.5,,1.6,1.38,0.434,14,1.1,,,4.8,,,,,,,,,,,,,,,,,Permanent
J7,,7/5/2012,14:34,D,26.49,23,3,25.43,4.11,8.22,118,50.3,15.68,26.02,8.31,1799,2003,1.45E+02,1.47E+02,WEAK,S,CALM,,1,6.08,2,7.79,,,710,,1,0.198,0.362,,0.921,1.54,0.318,5,1.4,,,4.6,,,,,,,,,,,,,,,40.645,-73.82067,Permanent
J7,,7/11/2012,14:00,D,27.3,26,3,24.42,4.02,11.53,167.3,36.1,14.68,141.68,8.41,2046,3453,1.41E+02,1.52E+02,0.6,E,7,S,1,11.15,1.5,8.21,,,1600,,1,0.166,0.795,,2.522,0.812,0.437,9,39.5,,,5.4,,,,,,,,,,,,,,,40.64483,-73.8205,Permanent
J7,,7/18/2012,14:33,D,27.7,24,3,24.03,3.99,8.74,127.4,50.6,14.26,113.89,8.24,2407,1027,1.08E+02,1.12E+02,0.2,W,15,S,1,5.9,2,7.87,,,510,E,4,0.257,0.955,,2.181,1.11,0.504,2,26.4,,,5.3,,,,,,,,,,,,,,,40.64483,-73.82067,Permanent
J7,,7/24/2012,13:43,W,26.03,25,3,25.69,4.11,7.37,105.3,47.4,16.02,151.83,8.1,728,541,2.49E+02,2.51E+02,1.4,S,14,NW,1,7.05,2,7.75,,,4500,E,4,0.156,0.596,,1.891,1.89,0.449,9,40.8,,,4.9,,,,,,,,,,,,,,,40.645,-73.82067,Permanent
J7,,7/31/2012,14:32,D,25.71,25,3,25.72,4.09,8.59,122.2,51.5,16.14,117.64,8.35,2031,2469,1.73E+02,1.77E+02,0.3,W,7,SSE,1,8.8,2.5,8.1,,,960,,1,0.164,0.591,,10,0.799,0.389,7,52.6,,,4.7,,,,,,,,,,,,,,,40.64467,-73.82067,Permanent
J7,,8/8/2012,13:50,D,27.85,27,3,26.09,4.31,6.32,93.4,34.7,15.75,136.12,8.17,1968,2378,2.38E+02,2.42E+02,1,N,5,SW,1,7.46,2,7.94,,,900,,1,0.137,0.68,,1.77,1.42,0.42,7,36.3,,,4.45,,,,,,,,,,,,,,,40.64533,-73.82083,Permanent
J7,,8/15/2012,15:01,D,27.67,26,3,24.65,4.08,1.87,27.4,62.8,14.74,49.1,7.73,911,544,1.21E+02,1.30E+02,0.8,S,2,S,1,2.97,2,7.6,,,1700,,88,0.118,1.45,,2.526,1.26,0.514,8,23.2,,,4.47,,,,,,,,,,,,,,,40.64483,-73.82067,Permanent
J7,,8/22/2012,14:26,D,26.07,26,3,25.85,4.13,8.52,122,46.6,16.12,148.42,8.28,1995,3367,2.47E+02,2.53E+02,0.5,W,11,S,1,8.99,2,7.98,,,600,E,2,0.118,0.885,,1.74,0.628,0.379,18,63.2,,,5.5,,,,,,,,,,,,,,,40.64517,-73.821,Permanent
J7,,8/29/2012,15:02,W,25.59,21,3,26.61,4.2,2.25,32,64.8,16.84,20.85,,1841,3004,2.10E+02,2.16E+02,0.5,E,5,N,1,3.11,3,7.42,,,3700,E,2,0.138,1.14,,1.96,1.54,0.374,6,8,,,4.7,,,,,,,,,,,,,,,,-73.8205,Permanent
J7,,9/6/2012,15:00,W,25,27,3,26.33,4.12,2.38,33.6,75.6,16.81,17.55,,1319,1616,1.47E+02,1.46E+02,WEAK,NE,CALM,,1,2.84,5.5,7.32,,,2800,E,2,0.174,1.36,,2,1.77,0.363,3,9,,,4.2,,,,,,,,,,,,,,,40.64483,-73.82067,Permanent
J7,,9/12/2012,14:48,D,24.54,28,3,26.32,4.08,5.07,70.9,62.6,16.93,57.24,,1834,3676,1.48E+02,1.53E+02,0.5,N,5,S,1,5.68,2.5,7.47,,,380,<,1,0.192,1.42,,2.08,1.83,0.281,16,32.64,,,4.2,,,,,,,,,,,,,,,40.6445,-73.8205,Permanent
J7,,9/19/2012,14:33,W,22.28,26,3,26.29,3.89,5.19,69.6,57,17.54,45.5,,1951,2816,2.78E+02,2.80E+02,1.4,SSW,3,N,1,6.02,2.5,7.59,,,3000,,40,0.271,1.14,,2.08,0.846,0.281,7,18.28,,,4.3,,,,,,,,,,,,,,,40.64483,-73.82067,Permanent
J7,,9/26/2012,14:44,D,20.55,25,3,25.34,3.63,5.4,69.8,65,17.27,33.36,,615,798,1.64E+02,1.66E+02,0.6,NW,8,S,1,6.75,3,7.48,,,800,,2,0.29,1.65,,2.33,1.77,0.346,11,16.9,,,4.6,,,,,,,,,,,,,,,40.64483,-73.82067,Permanent
J7,,10/3/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cancelled due to poor visibility (2 miles decreasing to zero), conditions not forecasted to improve",,,Permanent
J7,,11/15/2012,15:11,D,9.65,25,3,25.88,2.88,7.21,74.8,76.2,19.89,13.56,,363,579,2.97E+02,3.05E+02,0.5,E,CALM,,1,8.07,3,7.54,,,240,,1,0.464,1.98,,2.61,1.69,0.288,11,4.6,,,4.8,,,,,,,,,,,,,,,40.64467,-73.82083,Permanent
J7,,12/5/2012,14:32,D,7.52,28,3,27.15,2.84,9.09,90.5,83.6,21.18,19.98,,1397,338,2.80E+02,2.80E+02,,W,16,N,1,10.33,5,7.84,,,196,,2,0.497,1.23,,1.54,1.19,0.254,2,9,,,4,,,,,,,,,,,,,,,40.6445,-73.82083,Permanent
J7,,12/12/2012,14:45,D,7.84,24,3,27.01,2.85,9.41,94.3,78,21.03,28.36,,523,792,1.79E+02,1.78E+02,0.3,E,calm,,1,10.64,5,7.9,,,220,E,16,0.538,1.05,,1.59,0.714,0.242,10,12.8,,,2.4,,,,,,,,,,,,,,,40.64467,-73.82067,Permanent
J7,,12/19/2012,14:23,W,7.62,29,3,27.75,2.91,9.17,91.8,78.3,21.64,32.84,,1428,333,1.56E+02,1.48E+02,1,S,15,NNW,1,10.2,4,7.94,,,92,E,6,0.449,0.696,,1.42,0.256,0.197,7,14.4,,,2.3,,,,,,,,,,,,,,,40.6445,-73.82067,Permanent
J7,,1/2/2013,14:18,D,3.74,27,3,25.17,2.4,10.85,97.2,68.7,20,91.54,,,329,1.43E+02,1.43E+02,0.5,S,8,NNW,1,12.29,4,8.06,,,332,,31,0.52,0.61,,0.75,0.08,0.19,10,32.9,,,3.7,,,,,,,,,,,,,,,40.64483,-73.82083,Permanent
J7,,1/9/2013,13:30,D,3.74,26,3,25.17,2.4,10.85,97.2,68.7,20,91.54,,,329,1.43E+02,1.43E+02,0.3,N,2,SW,1,15.23,3.5,8.26,,,104,,4,0.53,0.81,,1.42,0.05,0.23,9,52,,,4.2,,,,,,,,,,,,,,,40.64483,-73.82083,Permanent
J7,,1/16/2013,14:29,W,5.82,27,3,26.95,2.7,8.9,85,68,21.22,83.37,,,68,9.10E+01,8.55E+01,1,S,7,N,1,12.25,3,8.28,,,750,,220,0.37,0.45,,1.24,0.03,0.17,8,49,,,2.7,,,,,,,,,,,,,,,40.645,-73.82083,Permanent
J7,,2/13/2013,14:54,W,3.32,26,3,25.82,2.4,,,70.7,20.54,14.82,,633,552,1.61E+02,1.65E+02,0.9,W,6,S,1,9.01,3,7.96,,,62,E,16,0.34,0.85,,1.97,0.08,0.17,15,15.1,,,4.4,,,,,,,,,,,,,,,40.64483,-73.82067,Permanent
J7,,3/5/2013,14:25,D,5.09,32,3,27.3,2.7,1,9.4,,21.57,42.3,,,,,,0.5,S,5,NE,1,13.3,3,8.32,,,172,,4,0.28,0.53,,1.36,0.15,0.17,6,38.3,,,3.6,,,,,,,,,,,,,,,,,Permanent
J7,,4/3/2013,14:05,D,6.99,28,3,27.62,2.8,,,,21.61,63.69,,,,,,0.5,E,15,WNW,1,12.53,2.5,8.39,,,54,<,1,0.21,0.26,,1.42,0.04,0.22,20,47.9,,,4.79,,,,,,,,,,,,,,,,,Permanent
J7,,5/22/2013,14:11,D,,25,,,,,,,,,,,,,,0.3,N,3,ESE,1,7.84,3.5,7.8,,,3500,,8,0.24,1.19,,2.02,1.85,0.3,6,16.72,,,4.7,,,,,,,,,,,,,,,,,Permanent
J7,,5/30/2013,14:12,W,18.34,27,3,26.21,3.57,8.27,102.9,27.8,18.47,21.5,,2195,2430,,,0.2,NW,7,S,1,8.27,4,7.74,,,420,E,2,0.27,1.32,,2.01,2.06,0.27,9,9.7,,,4.3,,,,,,,,,,,,,,,,,Permanent
J7,,6/5/2013,14:16,D,20.68,25,3,25.38,3.64,14.93,193.2,109.4,17.27,9.78,,1967,1647,,,0.2,N,8,SSE,1,13.27,1.5,8.34,,,200,,5,0.24,1.2,,3.01,2.49,0.39,24,60.48,,,5,,,,,,,,,,,,,,red water,,,Permanent
J7,,6/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heavy seas high winds weather conditions to worsen remainder of day activity was cancelled,,,Permanent
J7,,6/19/2013,13:37,W,22.47,26,3,23.12,3.48,8.2,108.1,57.3,15.09,17.61,,1977,2231,,,0.3,S,3,N,1,7.95,2.5,7.89,,,3400,E,2,0.27,1.08,,2.04,1.33,0.34,11,33.3,,,3.8,,,,,,,,,,,,,,,,,Permanent
J7,,6/26/2013,14:13,D,24.55,26,3,23.92,3.74,6.38,87.7,39.6,15.12,18.94,,1588,1226,,,0.5,NW,8,SW,1,5.61,3,7.85,,,57,<,1,0.24,1.06,,2.32,0.92,0.3,6,8.4,,,4.4,,,,,,,,,,,,,,,,,Permanent
J7,,7/2/2013,14:01,W,24.61,27,3,23.57,3.69,3.74,51.4,39.7,14.84,16.98,,2444,2454,,,0.5,N,10,SSW,1,3.92,2.5,7.43,,,5000,E,36,0.19,1.49,,2.92,1.93,0.5,6,7.91,,,4.8,,,,,,,,,,,,,,Green Water.,,,Permanent
J7,,7/9/2013,14:58,D,27.8,25,3,23.87,3.98,11.97,174,109.1,14.12,9.25,,2342,573,,,weak,N,7,S,1,11.71,2,8.41,,,500,E,2,0.17,0.73,,2.56,0.78,0.46,12,74.2,,,5.2,,,,,,,,,,,,,,Dark Greenish / Brown Water,,,Permanent
J7,,7/17/2013,14:07,D,26.76,27,3,26.07,4.22,6.45,93.4,96.2,16.08,11.33,,2592,2175,,,weak,E,4,S,1,6.57,2,7.86,,,1500,<,1,0.09,0.51,,2.39,0.51,0.37,20,41.8,,,5,,,,,,,,,,,,,,Brown Water.,,,Permanent
J7,,7/24/2013,14:38,W,27.78,26,3,26.21,4.32,4.02,59.1,46.2,15.87,18.01,,2205,1503,,,0.2,S,2,N,1,3.6,3,7.64,,,1400,E,8,0.09,0.72,,1.53,1.41,0.36,3,19.1,,,4,,,,,,,,,,,,,,Dark Green Water,,,Permanent
J7,,7/31/2013,14:06,D,25.5,28,3,26.3,4.15,8.17,115.8,97.6,16.63,13.16,,2258,2487,,,0.3,NNW,12,S,1,6.23,2,7.71,,,700,<,1,0.16,0.79,,1.9,1.61,0.36,8,30.3,,,4,,,,,,,,,,,,,,Dark Greenish / Brown Water,,,Permanent
J7,,8/7/2013,14:16,D,24.53,26,3,25.32,3.93,11.02,152.8,109.5,16.18,9.74,,2001,2354,,,0.3,NW,7,S,1,9.67,2,8.17,,,27,,2,0.28,0.71,,2.11,0.18,0.36,13,81,,,4.8,,,,,,,,,,,,,,Brown Water.,,,Permanent
J7,,8/14/2013,14:42,W,24.07,29,3,26.36,4.04,4.22,58.4,55.5,17.09,14.51,,2268,1590,,,0.3,W,15,NW,1,4.15,2.5,7.59,,,2800,E,4,0.23,0.76,,1.74,0.74,0.35,11,19.9,,,4.4,,,,,,,,,,,,,,,,,Permanent
J7,,8/21/2013,14:04,D,25.81,9.7,3,24.95,3.98,15.84,224.1,109.4,15.53,6.08,,1913,1870,,,0.5,49,calm,calm,1,9.71,1.5,7.99,,,196,<,1,0.23,0.73,,1.92,0.32,0.32,12,66.6,,,4.6,,,,,,,,,,,,,,Brown water,,,Permanent
J7,,8/28/2013,13:40,D,24.42,27,3,26.01,4,6.5,90.2,97.2,16.76,13.66,,402,262,,,weak,W,5,S,1,5.58,2.5,7.6,,,308,,1,0.22,0.91,,1.33,1,0.27,8,31.7,,,3.5,,,,,,,,,,,,,,dark green water,,,Permanent
J7,,9/5/2013,14:21,D,24.57,26,3,26.01,4,3.7,51.6,43.2,16.69,17.98,,1971,2038,,,0.2,S,4,N,1,3.7,3,7.4,,,1400,<,1,0.19,1.25,,2.24,1.8,0.38,4,12.5,,,4.35,,,,,,,,,,,,,,,,,Permanent
J7,,9/11/2013,14:46,D,24.03,28,3,26.44,4.05,8.8,121.9,81.9,17.16,14.6,,1875,737,,,0.5,W,4,S,1,8.16,2,7.86,,,152,<,1,0.25,1.27,,2.65,1.6,0.36,11,40.9,,,5.33,,,,,,,,,,,,,,,,,Permanent
J7,,9/18/2013,14:33,D,21.16,23,3,25.9,3.75,7.08,92.7,42.4,17.54,17.85,,1777,2247,,,lwslk,,6,SW,1,7.12,2,7.66,,,100,<,1,0.24,1.61,,3.11,1.95,0.36,5,23.7,,,4.2,,,,,,,,,,,,,,,,,Permanent
J7,,10/16/2013,14:32,D,18.04,26,3,27.05,3.65,7.71,95.9,37.6,19.18,21.43,,457,331,,,0.2,NW,4,S,1,7.66,5,7.71,,,1400,,4,0.31,1.2,,2.15,0.93,0.36,7,11.1,,,4.4,,,,,,,,,,,,,,,,,Permanent
J7,,11/25/2013,13:33,D,5.8,26,3,27.41,2.74,9.45,90.6,7.2,21.58,21.98,,1776,1385,,,0.2,NNW,9,W,1,9.43,4.5,7.84,,,1100,<,1,0.5,1.42,,1.64,1.64,0.25,,4.1,,,4.11,,,,,,,,,,,,,,,,,Permanent
J7,,12/4/2013,14:36,D,5.73,25,3,26.81,2.68,10.36,98.8,32.3,21.12,22.42,7.92,726,303,1.49E+02,1.49E+02,0.2,W,3,SE,1,10.38,5,7.78,,,200,,8,0.43,1.47,,1.46,1.24,0.21,5,14.1,,,4.34,,,,,,,,,,,,,,,,,Permanent
J7,,2/27/2014,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancelled due to high winds and seas.,,,Permanent
J7,,3/6/2014,15:18,D,1.89,27,4,26.69,2.4,7.11,61.6,,21.32,9.47,,,,,,0.8,WNW,6,S,1,12.26,6,8.03,,,15,,5,0.183,0.962,,1.78,0.294,0.18,4,17.2,,,2.9,,,,,,,,,,,,,,,,,Permanent
J7,,4/3/2014,14:04,D,7.35,28,5,25.84,2.7,9.54,93.8,,20.17,19.17,,,,,,0.2,NW,5,S,1,11.16,4,8.37,,,50,<,1,0.22,0.428,,1.491,0.07,0.185,25,32.9,,,3.6,,,,,,,,,,,,,,,,,Permanent
J7,,5/20/2014,15:13,D,17.15,28,3,23.77,3.18,8.05,96.4,63.4,16.88,9.96,7.83,9,1330,2.19E+02,2.21E+02,0.3,S,8,NW,1,7.45,3,7.79,,,400,<,1,0.244,0.688,,1.41,0.14,0.279,13,17.9,,,2.73,,,,,,,,,,,,,,,,,Permanent
J7,,5/28/2014,14:09,D,18.89,26,3,23.07,3.2,9.77,120.4,63.9,15.95,20.84,,1090,1802,2.84E+02,2.88E+02,0.3,S,10,NE,1,8.8,3.5,7.83,,,"1,700",,28,0.323,0.831,,1.04,0.449,0.266,5,29.4,,,3.04,,,,,,,,,,,,,,,,,Permanent
J7,,6/3/2014,14:22,D,21.63,28,3,23.54,3.47,16.63,216.5,21.6,15.63,24.45,,1993,3483,1.66E+02,1.67E+02,0.7,W,8,S,1,16.2,1.5,8.4,,,"1,000",<,1,0.268,0.72,,2.214,0.586,0.421,35,77.4,,,3.58,,,,,,,,,,,,,,,,,Permanent
J7,,6/17/2014,14:29,D,23.33,28,3,23.62,3.61,12,161.3,50.4,15.23,21.97,,1912,2908,2.89E+02,2.98E+02,1,NW,7,S,1,11.68,2,8.09,,,400,<,1,0.273,0.666,,1.725,1.16,0.36,14,68.6,,,3.91,,,,,,,,,,,,,,Brown Water,,,Permanent
J7,,6/24/2014,14:31,D,23.98,26,3,23.99,3.71,13.4,182.6,48.3,15.33,23.57,,1284,2098,1.97E+02,1.99E+02,0.3,E,19,S,1,13.17,2.5,8.39,,,42,<,1,0.274,0.588,,1.222,0.087,0.362,37,61.4,,,3.85,,,,,,,,,,,,,,,,,Permanent
J7,,7/1/2014,13:17,D,25.52,28,3,25.02,3.97,6.92,97.4,68.4,15.66,12.28,,2135,3012,1.24E+02,1.18E+02,1,W,17,S,1,6.09,3,8.01,,,192,<,1,0.139,0.348,,0.666,2.727,0.252,7,22.9,,,3.86,,,,,,,,,,,,,,,,,Permanent
J7,,7/9/2014,13:53,D,25.97,26,3,22.81,3.69,7.36,103,51.297,13.88,24.45,,1759,2094,1.34E+02,1.42E+02,,NW,,,1,5.05,2,7.71,,,200,E,2,0.17,0.868,,1.11,3.944,0.433,18,31.4,,,3.96,,,,,,,,,,,,,,Brown Water,,,Permanent
J7,,7/16/2014,14:00,W,24.79,27,3,24.34,3.82,5.13,71,69.5789,15.37,10,,2674,2943,1.91E+02,1.92E+02,0.2,W,2,N,1,4.27,3.5,7.56,,,"9,600",,155,0.167,0.4,,1.58,2.84,0.335,6,15.1,,,3.61,,,,,,,,,,,,,,,,,Permanent
J7,,7/22/2014,13:48,D,25.71,26,4,25.11,4,9.12,129,59.3011,15.68,19.89,,2219,1746,1.55E+02,1.55E+02,0.4,NW,8,S,1,8.52,3,7.85,,,188,<,1,0.194,0.501,,2.38,1.49,0.442,11,28,,,3.87,,,,,,,,,,,,,,,,,Permanent
J7,,7/29/2014,15:25,W,25.28,26,3,25.19,3.98,7.15,100.4,57.0832,15.87,20.18,,1936,2128,1.34E+02,1.35E+02,weak,S,8,W,1,6.9,3,7.88,,,"3,400",E,2,0.111,0.658,,1.82,2.2,0.382,18,36.6,,,3.73,,,,,,,,,,,,,,,,,Permanent
J7,,8/5/2014,14:06,D,25.38,27,3,25.96,4.09,7.82,110.5,48.2,16.42,22.73,,2146,2169,1.47E+02,1.46E+02,0.3,NW,8,S,1,8.74,1.5,8.07,,,520,<,1,0.124,0.423,,1.532,1.308,0.472,11,90.8,,,3.64,,,,,,,,,,,,,,Brown Water,,,Permanent
J7,,8/19/2014,14:07,D,24,28,3,25.73,3.95,7.6,104.6,63.6,16.64,19.12,,2121,2980,1.92E+02,1.95E+02,0.5,NW,12,SE,1,7.74,4,7.79,,,"4,200",,1,0.138,0.802,,1.477,2.55,0.347,22,46.5,,,3.38,,,,,,,,,,,,,,,,,Permanent
J7,,8/26/2014,14:18,D,24.78,25,3,25.61,4,6.13,85.2,59,16.32,23.71,,2198,3465,1.43E+02,1.44E+02,0.2,W,6,S,1,7.32,2.5,7.98,,,266,<,1,0.105,0.695,,1.71,1.91,0.387,11,22.6,,,3.71,,,,,,,,,,,,,,Brown Water.,,,Permanent
J7,,9/3/2014,14:09,D,25.62,29,3,25.99,4.12,5.66,80.2,64.9,16.37,19.14,,1988,3202,2.00E+02,2.02E+02,hwslk,,calm,,1,5.59,3.5,7.96,,,420,<,1,0.134,0.459,,1.18,1.199,0.392,21,38.8,,,3.75,,,,,,,,,,,,,,Redish Brown Water.,,,Permanent
J7,,9/9/2014,14:02,D,24.26,25,3,24.76,3.84,5.87,80.7,68.2,15.84,14.54,,517,335,1.58E+02,1.58E+02,0.8,S,6,E,1,5.94,3,7.83,,,"2,600",,3,0.149,0.74,,1.79,1.516,0.359,18,43.2,,,3.99,,,,,,,,,,,,,,Brown Water,,,Permanent
J7,,9/16/2014,14:16,D,21.17,29,3,26.56,3.84,2.08,27.5,84.3,18.04,2.27,,1925,3009,1.42E+02,1.41E+02,hwslk,,calm,,1,2.9,6,7.33,,,"8,300",,"1,000",0.104,0.681,,1.17,2.324,0.345,8,3.94,,,3.34,,,,,,,,,,,,,,,,,Permanent
J7,,9/23/2014,14:14,D,21.2,24,3,25.11,3.65,8.24,107.5,65.3,16.93,8.48,,1777,3904,9.33E+01,8.38E+01,0.2,N,8,SSW,1,7.46,3,7.68,,,490,<,1,0.231,0.901,,1.671,2.405,0.357,12,29.6,,,3.41,,,,,,,,,,,,,,Brownish Green  Water.,,,Permanent
J7,,9/30/2014,14:05,D,20.35,30,3,26.61,3.78,4.13,53.5,79.6,18.29,9.59,,323,491,1.68E+02,1.69E+02,0.2,W,4,E,1,4.41,5,7.38,,,"2,500",<,1,0.268,0.929,,1.286,2.983,0.377,20,13.9,,,3.4,,,,,,,,,,,,,,,,,Permanent
J7,,10/7/2014,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancelled. Security Zone.President in Town.,,,Permanent
J7,,11/17/2014,12:55,W,9.59,28,3,26.39,2.92,7.53,78.3,84.5,20.3,2.07,,128,141,1.86E+02,1.86E+02,0.2,W,2,SW,1,7.7,3,7.74,,,"9,400",,660,0.417,0.667,,1.32,2.461,0.34,9,3.01,,,2.56,,,,,,,,,,,,,,Light rain.,,,Permanent
J7,,12/3/2014,14:01,D,6.9,27,3,26.34,2.72,8.67,84.7,88.1,20.62,2.05,,103,142,1.65E+02,1.64E+02,0.4,SE,4,SW,1,6.57,7,7.59,,,"1,900",,78,0.532,1.309,,1.41,2.332,0.22,18,2.57,,,2.49,,,,,,,,,,,,,,,,,Permanent
J7,,1/6/2015,14:48,W,3.47,23,3,25.1,2.37,,,70.1,19.96,13.37,,296,389,9.97E+01,9.86E+01,lwslk,,5,W,1,10.64,4,7.94,,,280,,160,0.463,0.616,,1.14,1.78,0.211,7,10,,,2.5,,,,,,,,,,,,,,,,,Permanent
J7,,2/3/2015,14:21,W,,24,,,,,,,,,,,,,,0.5,E,6,W,1,10.39,2.5,7.85,,,310,,71,0.346,0.215,,1.206,0.976,0.198,29,20.8,,,3,,,,,,,,,,,,,,,,,Permanent
J7,,3/17/2015,13:37,D,4.43,25,3,25.4,2.5,,,,20.12,29.84,,,,,,1,,25,N,1,11.23,2.5,8.07,,,890,,380,0.137,0.434,,1.38,0.115,0.191,46,42.4,,,3.05,,,,,,,,,,,,,,Windy - Choppy.,,,Permanent
J7,,4/7/2015,14:25,D,8.86,26,3,26.5,2.88,12.63,129.1,47.2,20.49,22.24,8.54,,1387,1.99E+02,2.00E+02,0.6,W,5,E,1,12.02,2.5,8.53,,<,4,<,1,0.137,0.143,,1.732,0.127,0.237,11,48.4,,,3.22,,,,,,,,,,,,,,Brown Water.Red Patches.,,,Permanent
J7,,5/19/2015,15:13,D,18.78,22,3,24.97,3.45,7.07,88,67.6,17.43,6.18,7.77,,2970,2.43E+02,2.45E+02,0.3,W,3,S,1,4.58,4,7.92,,,17,,4,0.23,0.494,,0.681,0.76,0.258,11,13.3,,,2.87,,,,,,,,,,,,,,,,,Permanent
J7,,5/27/2015,13:54,D,20.36,26,3,25.9,3.69,10.45,134.9,49.0468,17.75,22.05,8.14,,3784,2.29E+02,2.32E+02,0.7,NW,17,S,1,9.4,3.5,8.17,,<,4,<,1,0.16,0.394,,1.919,0.772,0.469,20,60.4,,,4.07,,,,,,,,,,,,,,,,,Permanent
J7,,6/2/2015,14:27,W,19.52,26,3,26.3,3.67,6.66,84.8,64.0383,18.26,19.43,,,1058,2.71E+02,2.72E+02,0.5,S,8,NE,1,6.49,3.5,8.1,,,880,,72,0.135,0.29,,0.902,0.594,0.298,9,47.6,,,3.16,,,,,,,,,,,,,,,,,Permanent
J7,,6/11/2015,13:44,D,22.02,27,3,26.45,3.89,12.92,172.7,35.361,17.73,26.68,,,2631,2.29E+02,2.30E+02,1,N,11,S,1,13.81,1,8.42,,,6,,1,0.018,0.079,,1.086,0.503,0.269,34,69.1,,,3.4,,,,,,,,,,,,,,Brown Water.,,,Permanent
